EmployeeNumber,EmployeeCount,Age,Gender,MaritalStatus,Over18,Department,JobRole,JobLevel,JobInvolvement,JobSatisfaction,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,MonthlyIncome,MonthlyRate,HourlyRate,DailyRate,PercentSalaryHike,StockOptionLevel,OverTime,PerformanceRating,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Education,EducationField,TrainingTimesLastYear,DistanceFromHome,BusinessTravel,StandardHours,Attrition
1718,1,26,Male,Married,Y,Research & Development,Laboratory Technician,1,1,3,3,3,2,0,2,1,2305,6217,62,390,15,3,No,3,4,4,3,4,Medical,3,17,Travel_Rarely,80,No
1719,1,45,Female,Single,Y,Research & Development,Research Director,4,2,2,21,21,6,8,6,1,16704,17119,48,1005,11,0,No,3,4,3,3,2,Technical Degree,2,28,Travel_Rarely,80,No
1720,1,32,Male,Married,Y,Research & Development,Research Scientist,1,3,3,10,5,2,1,3,6,3433,17360,56,585,13,1,No,3,1,2,1,3,Life Sciences,3,10,Travel_Frequently,80,No
1721,1,31,Male,Married,Y,Research & Development,Laboratory Technician,1,3,3,6,5,2,0,3,1,3477,18103,69,741,14,1,No,3,2,4,4,4,Life Sciences,2,2,Travel_Rarely,80,No
1722,1,41,Male,Married,Y,Human Resources,Human Resources,2,1,2,10,3,2,1,2,6,6430,20794,60,552,19,1,No,3,3,3,2,3,Human Resources,4,4,Non-Travel,80,No
1724,1,40,Female,Married,Y,Research & Development,Manufacturing Director,2,3,1,18,1,0,0,0,2,6516,5041,92,369,16,1,Yes,3,2,3,2,2,Life Sciences,3,8,Travel_Rarely,80,No
1725,1,24,Male,Divorced,Y,Research & Development,Laboratory Technician,1,3,1,6,6,2,1,2,1,3907,3622,91,506,13,3,No,3,2,4,2,1,Medical,2,29,Travel_Rarely,80,No
1727,1,46,Male,Single,Y,Research & Development,Healthcare Representative,2,3,2,19,10,7,0,9,6,5562,9697,34,717,14,0,No,3,3,3,4,4,Life Sciences,3,13,Travel_Rarely,80,No
1728,1,35,Male,Married,Y,Research & Development,Manufacturing Director,2,3,3,17,7,7,0,7,2,6883,5151,49,1370,16,1,No,3,4,3,2,4,Life Sciences,3,27,Travel_Rarely,80,No
1729,1,30,Male,Married,Y,Research & Development,Research Scientist,1,3,4,10,10,0,0,8,1,2862,3811,33,793,12,1,No,3,2,2,2,1,Life Sciences,2,16,Travel_Rarely,80,No
1731,1,47,Male,Married,Y,Sales,Sales Executive,2,3,2,4,1,0,0,0,7,4978,3536,87,543,11,1,No,3,3,1,4,4,Marketing,3,2,Non-Travel,80,No
1732,1,46,Male,Divorced,Y,Sales,Sales Executive,3,3,4,13,10,6,0,3,4,10368,5596,74,1277,12,1,Yes,3,3,2,2,3,Life Sciences,5,2,Travel_Rarely,80,No
1733,1,36,Male,Divorced,Y,Sales,Sales Executive,2,2,1,16,2,2,2,2,5,6134,8658,96,1456,13,3,Yes,3,2,3,2,5,Marketing,3,13,Travel_Rarely,80,Yes
1734,1,32,Male,Single,Y,Sales,Sales Executive,2,1,2,10,0,0,0,0,6,6735,12147,34,964,15,0,No,3,1,3,2,2,Life Sciences,2,1,Travel_Rarely,80,Yes
1735,1,23,Female,Single,Y,Research & Development,Laboratory Technician,1,3,2,3,3,2,1,2,1,3295,12862,51,160,13,0,No,3,3,1,3,1,Medical,3,4,Travel_Rarely,80,No
1736,1,31,Female,Single,Y,Research & Development,Manufacturing Director,2,3,4,9,5,4,1,4,2,5238,6670,30,163,20,0,No,4,4,2,4,1,Technical Degree,3,24,Travel_Frequently,80,No
1737,1,39,Male,Married,Y,Research & Development,Laboratory Technician,2,3,4,9,9,8,5,8,1,6472,8989,77,792,15,1,Yes,3,4,3,4,3,Life Sciences,2,1,Non-Travel,80,No
1739,1,32,Male,Married,Y,Sales,Sales Executive,3,1,3,10,4,3,0,2,3,9610,3840,80,371,13,1,No,3,4,1,3,3,Life Sciences,2,19,Travel_Rarely,80,No
1740,1,40,Male,Single,Y,Sales,Manager,5,3,2,21,21,8,12,8,1,19833,4349,88,611,14,0,No,3,2,2,2,4,Medical,3,7,Travel_Rarely,80,No
1744,1,45,Female,Married,Y,Human Resources,Human Resources,3,1,3,9,5,0,0,3,4,9756,6595,56,176,21,2,No,4,3,4,3,3,Life Sciences,2,4,Travel_Rarely,80,No
1745,1,30,Female,Single,Y,Research & Development,Research Scientist,1,2,1,10,9,7,0,7,0,4968,26427,78,1312,16,0,No,3,4,3,4,4,Technical Degree,2,2,Travel_Frequently,80,No
1746,1,24,Male,Married,Y,Human Resources,Human Resources,1,3,4,3,2,2,2,1,0,2145,2097,59,897,14,1,No,3,1,3,4,3,Medical,2,10,Travel_Frequently,80,No
1747,1,30,Female,Divorced,Y,Human Resources,Human Resources,1,2,4,6,4,2,1,2,6,2180,9732,66,600,11,1,No,3,3,2,3,3,Human Resources,0,8,Travel_Frequently,80,Yes
1749,1,31,Male,Married,Y,Sales,Sales Executive,2,3,3,6,5,2,0,2,1,8346,20943,51,1003,19,1,No,3,1,3,3,3,Technical Degree,3,5,Travel_Rarely,80,No
1751,1,27,Female,Single,Y,Research & Development,Research Scientist,1,3,4,6,6,2,1,4,1,3445,6152,67,1054,11,0,No,3,3,2,3,3,Medical,5,8,Travel_Rarely,80,No
1752,1,29,Female,Single,Y,Sales,Sales Representative,1,1,2,2,2,2,2,2,1,2760,14630,52,428,13,0,No,3,2,3,3,3,Marketing,3,9,Travel_Rarely,80,Yes
1753,1,29,Male,Single,Y,Research & Development,Healthcare Representative,2,4,3,10,3,2,0,2,8,6294,23060,70,461,12,0,Yes,3,4,4,4,3,Life Sciences,5,1,Travel_Frequently,80,No
1754,1,30,Male,Divorced,Y,Sales,Sales Executive,3,2,1,12,7,7,1,7,2,7140,3088,94,979,11,1,No,3,3,3,1,2,Marketing,2,15,Travel_Rarely,80,No
1755,1,34,Male,Married,Y,Research & Development,Research Scientist,1,4,4,6,5,0,1,2,0,2932,5586,97,181,14,3,Yes,3,4,3,1,4,Medical,3,2,Travel_Rarely,80,No
1756,1,33,Female,Single,Y,Sales,Sales Executive,2,3,2,13,11,7,1,7,8,5147,10697,62,1283,15,0,No,3,4,2,4,3,Marketing,2,2,Non-Travel,80,No
1757,1,49,Female,Single,Y,Sales,Sales Executive,2,3,4,8,5,1,0,4,3,4507,8191,80,1313,12,0,No,3,4,4,3,4,Marketing,1,11,Travel_Rarely,80,No
1758,1,33,Female,Single,Y,Sales,Sales Executive,3,3,1,11,0,0,0,0,2,8564,10092,74,211,20,0,Yes,4,1,2,3,3,Life Sciences,2,16,Travel_Rarely,80,Yes
1760,1,38,Female,Married,Y,Research & Development,Laboratory Technician,1,2,2,9,6,1,0,5,4,2468,15963,75,594,14,1,No,3,3,2,2,2,Medical,4,2,Travel_Frequently,80,No
1761,1,31,Male,Married,Y,Sales,Sales Executive,3,3,3,10,1,0,0,0,2,8161,19002,70,1079,13,3,No,3,1,3,1,4,Marketing,2,16,Travel_Rarely,80,Yes
1762,1,29,Female,Divorced,Y,Research & Development,Research Scientist,1,2,1,1,1,0,0,0,1,2109,10007,91,590,13,1,No,3,4,3,3,3,Technical Degree,2,4,Travel_Rarely,80,No
1763,1,30,Male,Married,Y,Research & Development,Healthcare Representative,2,4,3,10,7,0,1,7,3,5294,9128,58,305,16,1,No,3,3,3,3,3,Life Sciences,3,16,Travel_Rarely,80,No
1764,1,32,Male,Single,Y,Research & Development,Research Scientist,1,3,2,12,7,7,0,7,2,2718,17674,65,953,14,0,No,3,2,3,2,4,Technical Degree,3,5,Non-Travel,80,No
1766,1,38,Male,Married,Y,Research & Development,Healthcare Representative,2,1,4,15,1,0,1,0,3,5811,24539,60,833,16,1,Yes,3,2,3,3,3,Medical,2,18,Travel_Rarely,80,No
1767,1,43,Male,Married,Y,Research & Development,Research Scientist,1,2,3,6,1,0,0,0,9,2437,15587,38,807,16,1,Yes,3,3,3,4,3,Technical Degree,4,17,Travel_Frequently,80,Yes
1768,1,42,Male,Divorced,Y,Research & Development,Laboratory Technician,1,3,2,7,5,3,0,4,8,2766,8952,57,855,22,3,No,4,2,2,2,3,Medical,6,12,Travel_Rarely,80,No
1770,1,55,Male,Married,Y,Research & Development,Research Director,5,2,1,34,1,0,0,0,8,19038,19805,60,478,12,3,No,3,3,3,2,3,Medical,2,2,Travel_Rarely,80,No
1771,1,33,Male,Divorced,Y,Research & Development,Research Scientist,2,3,2,11,9,8,1,7,5,3055,6194,90,775,15,2,No,3,4,2,4,3,Technical Degree,2,4,Non-Travel,80,No
1772,1,41,Male,Divorced,Y,Research & Development,Laboratory Technician,1,3,1,5,5,3,0,4,1,2289,20520,94,548,20,2,No,4,3,3,2,4,Life Sciences,2,9,Travel_Rarely,80,No
1774,1,34,Male,Divorced,Y,Sales,Sales Executive,2,3,3,15,15,14,0,7,1,4001,12313,87,1375,14,1,Yes,3,4,3,3,3,Life Sciences,3,10,Non-Travel,80,No
1775,1,53,Female,Married,Y,Research & Development,Manufacturing Director,4,2,3,27,3,2,0,2,4,12965,22308,60,661,20,3,Yes,4,1,2,4,4,Medical,2,1,Non-Travel,80,No
1778,1,43,Male,Single,Y,Human Resources,Human Resources,1,3,4,10,9,7,1,8,0,3539,5033,97,244,13,0,No,3,2,3,2,3,Life Sciences,5,2,Travel_Rarely,80,No
1779,1,34,Female,Single,Y,Sales,Sales Executive,2,1,4,6,2,2,2,2,5,6029,25353,32,511,12,0,No,3,4,3,1,2,Life Sciences,3,3,Travel_Rarely,80,No
1780,1,21,Male,Single,Y,Sales,Sales Representative,1,3,2,1,1,0,1,0,1,2679,4567,31,337,13,0,No,3,2,3,2,1,Marketing,3,7,Travel_Rarely,80,Yes
1782,1,38,Female,Married,Y,Research & Development,Laboratory Technician,1,2,3,5,5,4,0,4,1,3702,16376,40,1153,11,1,No,3,4,3,2,2,Other,3,6,Travel_Rarely,80,No
1783,1,22,Female,Married,Y,Research & Development,Laboratory Technician,1,3,1,1,1,0,0,0,1,2398,15999,79,1294,17,0,Yes,3,3,3,3,1,Medical,6,8,Travel_Rarely,80,Yes
1784,1,31,Female,Married,Y,Sales,Sales Executive,2,2,4,13,12,7,5,7,1,5468,13402,91,196,14,2,No,3,1,3,1,4,Marketing,3,29,Travel_Rarely,80,No
1786,1,51,Female,Married,Y,Research & Development,Manager,3,3,3,15,2,2,2,2,2,13116,22984,53,942,11,0,No,3,1,3,4,3,Technical Degree,2,3,Travel_Rarely,80,No
1787,1,37,Male,Married,Y,Sales,Sales Executive,2,2,2,5,5,2,0,3,1,4189,8800,46,589,14,2,No,3,2,3,1,2,Marketing,2,9,Travel_Rarely,80,No
1789,1,46,Male,Divorced,Y,Research & Development,Research Director,5,3,4,24,2,1,2,2,7,19328,14218,46,734,17,1,Yes,3,3,3,3,4,Medical,3,2,Travel_Rarely,80,No
1790,1,36,Male,Married,Y,Research & Development,Healthcare Representative,3,3,1,15,12,8,5,7,7,8321,25949,90,1383,13,1,Yes,3,4,3,4,3,Life Sciences,1,10,Travel_Rarely,80,No
1792,1,44,Male,Divorced,Y,Research & Development,Research Scientist,1,3,2,6,5,3,2,3,1,2342,11092,99,429,12,3,Yes,3,3,2,3,2,Medical,2,1,Travel_Frequently,80,Yes
1794,1,37,Male,Divorced,Y,Human Resources,Human Resources,2,3,2,19,10,0,4,7,2,4071,12832,89,1239,13,0,No,3,3,2,3,2,Other,4,8,Travel_Rarely,80,No
1797,1,35,Male,Single,Y,Sales,Sales Executive,2,3,4,10,10,7,7,7,1,5813,13492,84,303,18,0,Yes,3,3,3,4,3,Life Sciences,2,27,Travel_Rarely,80,Yes
1798,1,33,Male,Married,Y,Research & Development,Research Scientist,1,4,1,14,10,8,7,6,6,3143,6076,90,867,19,1,No,3,4,3,2,4,Life Sciences,1,8,Travel_Rarely,80,No
1799,1,28,Male,Married,Y,Research & Development,Research Scientist,1,3,4,5,5,3,0,3,1,2044,5531,82,1181,11,1,No,3,3,4,3,3,Life Sciences,6,1,Travel_Rarely,80,No
1800,1,39,Male,Single,Y,Research & Development,Research Director,3,3,3,9,4,3,2,2,7,13464,7914,65,1253,21,0,No,4,3,3,3,1,Medical,3,10,Travel_Rarely,80,No
1801,1,46,Male,Single,Y,Sales,Sales Executive,2,2,2,6,2,2,2,2,8,7991,25166,98,849,15,0,No,3,2,3,3,2,Life Sciences,3,26,Non-Travel,80,No
1802,1,40,Female,Married,Y,Research & Development,Laboratory Technician,1,3,1,7,4,3,0,2,4,3377,25605,99,616,17,1,No,3,3,2,4,2,Life Sciences,5,2,Travel_Rarely,80,No
1803,1,42,Male,Married,Y,Research & Development,Healthcare Representative,2,4,1,10,0,0,0,0,5,5538,5696,95,1128,18,2,No,3,2,2,3,3,Medical,2,13,Travel_Rarely,80,No
1804,1,35,Male,Divorced,Y,Research & Development,Manufacturing Director,2,3,4,15,7,7,1,7,2,5762,24442,90,1180,14,1,No,3,2,3,3,2,Medical,6,2,Non-Travel,80,No
1805,1,38,Male,Divorced,Y,Human Resources,Human Resources,1,3,2,13,11,10,3,8,5,2592,7129,100,1336,13,3,No,3,1,3,4,3,Human Resources,3,2,Non-Travel,80,No
1807,1,34,Male,Married,Y,Research & Development,Laboratory Technician,2,3,1,11,7,1,0,7,4,5346,6208,93,234,17,1,No,3,4,2,3,4,Life Sciences,3,9,Travel_Frequently,80,Yes
1809,1,37,Male,Single,Y,Research & Development,Manufacturing Director,2,3,1,10,10,3,0,8,1,4213,4992,58,370,15,0,No,3,4,1,2,4,Medical,4,10,Travel_Rarely,80,Yes
1812,1,39,Male,Divorced,Y,Sales,Sales Executive,2,3,4,7,2,1,2,2,2,4127,19188,83,766,18,1,No,3,3,3,4,3,Life Sciences,6,20,Travel_Frequently,80,No
1813,1,43,Male,Single,Y,Research & Development,Research Scientist,1,3,3,7,3,2,1,2,4,2438,24978,52,343,13,0,No,3,1,2,3,3,Life Sciences,2,9,Non-Travel,80,No
1814,1,41,Male,Single,Y,Research & Development,Healthcare Representative,2,4,2,11,3,2,1,2,3,6870,15530,85,447,12,0,No,3,2,1,1,3,Life Sciences,3,5,Travel_Rarely,80,No
1815,1,41,Female,Divorced,Y,Sales,Sales Executive,3,3,3,23,22,14,13,5,0,10447,26458,81,796,13,1,Yes,3,3,4,4,1,Marketing,3,4,Travel_Rarely,80,No
1816,1,30,Female,Single,Y,Research & Development,Manufacturing Director,3,3,3,9,7,7,0,2,9,9667,2739,64,1092,14,0,No,3,1,3,2,3,Medical,3,10,Travel_Rarely,80,No
1818,1,26,Female,Married,Y,Human Resources,Human Resources,1,3,2,6,5,1,1,4,0,2148,6889,69,920,11,0,Yes,3,4,3,3,2,Medical,3,20,Travel_Rarely,80,Yes
1821,1,46,Female,Married,Y,Research & Development,Healthcare Representative,2,3,2,13,9,7,3,7,4,8926,10842,66,261,22,1,No,4,4,4,4,2,Medical,2,21,Travel_Rarely,80,Yes
1822,1,40,Female,Divorced,Y,Research & Development,Healthcare Representative,2,3,4,12,5,3,0,3,4,6513,9060,52,1194,17,1,No,3,3,3,4,3,Life Sciences,3,1,Travel_Rarely,80,No
1823,1,34,Male,Married,Y,Sales,Sales Executive,2,4,3,10,10,8,4,8,1,6799,22128,92,810,21,2,No,4,2,3,3,2,Technical Degree,5,8,Travel_Rarely,80,No
1824,1,58,Male,Divorced,Y,Sales,Manager,4,3,2,37,16,9,14,14,4,16291,22577,52,350,22,1,No,4,2,2,4,3,Medical,0,2,Non-Travel,80,No
1826,1,35,Male,Married,Y,Research & Development,Laboratory Technician,1,1,3,6,5,4,0,3,0,2705,9696,91,185,16,1,No,3,2,4,2,4,Medical,2,23,Travel_Rarely,80,No
1827,1,47,Female,Divorced,Y,Research & Development,Manufacturing Director,3,2,2,28,22,11,14,10,8,10333,19271,92,1001,12,1,Yes,3,3,3,3,3,Life Sciences,4,4,Travel_Rarely,80,No
1829,1,40,Female,Divorced,Y,Research & Development,Healthcare Representative,2,3,1,15,7,4,7,7,2,4448,10748,47,750,12,1,No,3,2,3,2,3,Life Sciences,3,12,Travel_Rarely,80,No
1830,1,54,Female,Married,Y,Research & Development,Research Scientist,2,3,4,14,7,1,1,7,4,6854,15696,68,431,15,1,No,3,4,2,2,4,Medical,2,7,Travel_Rarely,80,No
1833,1,31,Female,Married,Y,Sales,Sales Executive,3,3,1,9,3,2,2,2,2,9637,8277,68,1125,14,2,No,3,1,3,4,4,Marketing,3,7,Travel_Frequently,80,No
1834,1,28,Female,Married,Y,Research & Development,Research Scientist,1,3,1,3,3,2,1,2,1,3591,12719,67,1217,25,1,No,4,3,3,3,3,Medical,3,1,Travel_Rarely,80,No
1835,1,38,Female,Married,Y,Sales,Sales Representative,2,1,4,20,4,2,0,3,2,5405,4244,77,723,20,2,Yes,4,2,2,1,4,Marketing,4,2,Travel_Rarely,80,No
1836,1,26,Male,Single,Y,Sales,Sales Executive,2,3,4,5,5,3,1,2,1,4684,9125,46,572,13,0,No,3,3,3,1,3,Medical,4,10,Travel_Rarely,80,No
1837,1,58,Male,Married,Y,Research & Development,Research Director,4,3,3,23,2,2,2,2,2,15787,21624,87,1216,14,0,Yes,3,1,3,2,4,Life Sciences,3,15,Travel_Frequently,80,No
1839,1,18,Female,Single,Y,Research & Development,Research Scientist,1,3,3,0,0,0,0,0,1,1514,8018,33,1431,16,0,No,3,2,1,3,3,Medical,4,14,Non-Travel,80,No
1842,1,31,Male,Married,Y,Human Resources,Human Resources,1,4,1,2,1,0,0,0,0,2956,21495,89,359,17,0,No,3,4,3,3,5,Human Resources,4,18,Travel_Rarely,80,Yes
1844,1,29,Male,Divorced,Y,Human Resources,Human Resources,1,2,1,4,2,2,2,0,4,2335,3157,56,350,15,3,Yes,3,1,3,4,3,Human Resources,3,13,Travel_Rarely,80,Yes
1845,1,45,Female,Married,Y,Sales,Sales Executive,2,3,3,10,8,7,5,7,4,5154,19665,67,589,22,2,No,4,3,4,2,4,Life Sciences,3,2,Non-Travel,80,No
1847,1,36,Female,Married,Y,Research & Development,Research Scientist,2,3,2,15,1,0,0,0,4,6962,19573,73,430,22,1,Yes,4,4,3,4,4,Other,2,2,Travel_Rarely,80,No
1849,1,43,Male,Married,Y,Sales,Sales Executive,2,3,4,7,7,7,7,7,1,5675,19246,92,1422,20,1,No,4,1,3,3,4,Life Sciences,5,2,Travel_Frequently,80,No
1850,1,27,Female,Single,Y,Research & Development,Laboratory Technician,1,3,4,6,5,4,0,2,0,2379,19826,53,1297,14,0,Yes,3,4,2,3,2,Life Sciences,3,5,Travel_Frequently,80,No
1852,1,29,Male,Married,Y,Research & Development,Laboratory Technician,1,3,4,11,11,8,3,10,1,3812,7003,40,574,13,0,No,3,4,4,2,1,Medical,3,20,Travel_Frequently,80,No
1853,1,32,Male,Single,Y,Sales,Sales Executive,2,3,4,4,0,0,0,0,8,4648,26075,79,1318,13,0,No,3,4,4,3,4,Marketing,2,10,Travel_Frequently,80,No
1854,1,42,Male,Married,Y,Research & Development,Research Scientist,1,3,3,10,6,3,3,3,3,2936,6161,38,355,22,2,No,4,3,2,2,4,Technical Degree,1,10,Non-Travel,80,No
1856,1,47,Female,Single,Y,Research & Development,Laboratory Technician,1,3,3,7,2,2,2,0,4,2105,5411,64,207,12,0,No,3,2,3,3,4,Life Sciences,2,9,Travel_Rarely,80,No
1857,1,46,Male,Divorced,Y,Research & Development,Manufacturing Director,3,3,4,12,9,8,4,7,3,8578,19989,82,706,14,1,No,3,4,2,3,2,Life Sciences,4,2,Travel_Rarely,80,No
1858,1,28,Male,Divorced,Y,Human Resources,Human Resources,1,3,4,3,3,2,2,2,1,2706,10494,43,280,15,1,No,3,3,3,2,2,Life Sciences,2,1,Non-Travel,80,No
1859,1,29,Male,Divorced,Y,Research & Development,Healthcare Representative,2,1,3,11,7,0,1,6,8,6384,21143,93,726,17,2,No,3,4,3,4,1,Life Sciences,3,29,Travel_Rarely,80,No
1860,1,42,Male,Single,Y,Research & Development,Laboratory Technician,1,3,3,8,0,0,0,0,4,3968,13624,81,1142,13,0,No,3,4,3,4,3,Life Sciences,3,8,Travel_Rarely,80,No
1862,1,32,Male,Single,Y,Sales,Sales Executive,2,2,2,7,2,2,2,2,7,9907,26186,82,414,12,0,Yes,3,3,2,3,4,Marketing,3,2,Travel_Rarely,80,Yes
1863,1,46,Female,Divorced,Y,Sales,Sales Executive,4,4,1,25,19,17,2,8,2,13225,7739,45,1319,12,1,No,3,1,3,4,3,Technical Degree,5,3,Travel_Rarely,80,No
1864,1,27,Female,Married,Y,Sales,Sales Representative,2,2,3,9,9,8,5,8,1,3540,7018,36,728,21,1,No,4,2,3,4,1,Medical,5,23,Travel_Rarely,80,No
1865,1,29,Male,Married,Y,Human Resources,Human Resources,1,2,2,1,1,0,0,0,1,2804,15434,87,352,11,0,No,3,4,3,4,1,Medical,3,6,Travel_Rarely,80,No
1866,1,43,Female,Married,Y,Research & Development,Manager,5,2,3,21,16,12,6,14,7,19392,22539,81,823,13,0,No,3,1,3,4,3,Medical,2,6,Travel_Rarely,80,No
1867,1,48,Male,Married,Y,Research & Development,Research Director,5,2,2,29,22,10,12,9,4,19665,13583,91,1224,12,0,No,3,4,3,4,3,Life Sciences,3,10,Travel_Rarely,80,No
1868,1,29,Male,Single,Y,Research & Development,Research Scientist,1,2,4,1,1,0,1,0,1,2439,14753,73,459,24,0,Yes,4,4,2,2,2,Life Sciences,3,24,Travel_Frequently,80,Yes
1869,1,46,Female,Married,Y,Sales,Sales Executive,3,3,2,14,8,7,0,7,5,7314,14011,64,1254,21,3,No,4,3,3,3,3,Life Sciences,2,10,Travel_Rarely,80,Yes
1870,1,27,Female,Married,Y,Research & Development,Research Scientist,1,2,1,8,7,6,7,3,0,4774,23844,77,1131,19,1,No,3,4,2,4,3,Life Sciences,2,15,Travel_Frequently,80,No
1871,1,39,Male,Divorced,Y,Research & Development,Research Scientist,2,3,4,7,2,2,2,2,8,3902,5141,41,835,14,3,No,3,4,3,2,4,Other,2,19,Travel_Rarely,80,No
1873,1,55,Male,Married,Y,Research & Development,Research Scientist,1,2,4,19,5,2,0,4,8,2662,7975,98,836,20,1,No,4,2,4,2,4,Technical Degree,2,2,Travel_Rarely,80,No
1875,1,28,Female,Married,Y,Sales,Sales Representative,1,3,2,1,1,0,0,0,1,2856,3692,78,1172,19,1,No,3,2,3,4,3,Medical,3,3,Travel_Rarely,80,No
1876,1,30,Male,Single,Y,Sales,Sales Representative,1,3,4,1,1,0,0,0,1,1081,16019,89,945,13,0,No,3,2,2,3,3,Medical,3,9,Travel_Rarely,80,Yes
1878,1,22,Male,Single,Y,Research & Development,Research Scientist,1,3,2,1,1,0,0,0,1,2472,26092,75,391,23,0,Yes,4,4,3,1,1,Life Sciences,2,7,Travel_Rarely,80,Yes
1880,1,36,Female,Married,Y,Sales,Sales Executive,2,2,3,10,10,9,1,7,1,5673,6060,63,1266,13,1,Yes,3,2,3,1,4,Technical Degree,4,10,Travel_Rarely,80,No
1881,1,31,Male,Divorced,Y,Research & Development,Laboratory Technician,2,3,3,10,10,8,0,2,1,4197,18624,89,311,11,1,No,3,2,3,1,3,Life Sciences,2,20,Travel_Rarely,80,No
1882,1,34,Male,Married,Y,Sales,Sales Executive,3,3,4,9,5,3,1,0,2,9713,24444,64,1480,13,3,Yes,3,3,3,4,3,Life Sciences,3,4,Travel_Rarely,80,No
1883,1,29,Male,Single,Y,Research & Development,Laboratory Technician,1,3,1,11,3,2,1,2,3,2062,19384,59,592,14,0,No,3,4,3,2,3,Life Sciences,2,7,Travel_Rarely,80,No
1885,1,37,Male,Married,Y,Research & Development,Research Scientist,2,3,1,16,5,3,0,4,5,4284,13588,78,783,22,1,Yes,4,4,3,3,4,Medical,2,7,Travel_Rarely,80,No
1886,1,35,Female,Married,Y,Research & Development,Manufacturing Director,2,2,2,4,3,2,0,2,0,4788,25388,44,219,11,0,Yes,3,4,3,4,2,Other,2,16,Travel_Rarely,80,No
1888,1,45,Female,Married,Y,Research & Development,Manufacturing Director,2,2,4,10,9,8,3,8,0,5906,23888,93,556,13,2,No,3,2,2,4,2,Life Sciences,2,25,Travel_Rarely,80,No
1890,1,36,Male,Single,Y,Human Resources,Human Resources,2,2,4,10,10,1,0,8,1,3886,4223,94,1213,21,0,No,4,2,2,4,1,Human Resources,2,2,Travel_Frequently,80,No
1892,1,40,Male,Divorced,Y,Research & Development,Manager,4,3,1,22,19,7,11,16,2,16823,18991,98,1137,11,1,No,3,1,3,1,4,Life Sciences,3,1,Travel_Rarely,80,No
1893,1,26,Female,Married,Y,Research & Development,Research Scientist,1,2,3,1,1,0,1,0,1,2933,14908,90,482,13,1,Yes,3,2,2,3,2,Life Sciences,3,1,Travel_Rarely,80,No
1898,1,27,Female,Single,Y,Sales,Sales Executive,2,4,3,9,8,7,0,7,0,6500,26997,89,511,14,0,No,3,1,2,2,2,Medical,5,2,Travel_Rarely,80,No
1900,1,48,Female,Divorced,Y,Research & Development,Manager,4,3,4,24,22,17,4,7,3,17174,2437,58,117,11,1,No,3,4,3,2,3,Medical,3,22,Travel_Frequently,80,No
1903,1,44,Male,Married,Y,Research & Development,Healthcare Representative,2,4,1,10,2,0,2,2,2,5033,9364,78,170,15,1,No,3,2,3,4,4,Life Sciences,5,1,Travel_Rarely,80,No
1905,1,34,Male,Married,Y,Research & Development,Research Scientist,1,1,1,5,5,2,3,0,1,2307,14460,85,967,23,1,Yes,4,4,3,2,4,Technical Degree,2,16,Non-Travel,80,Yes
1907,1,56,Male,Single,Y,Research & Development,Laboratory Technician,1,3,4,5,4,2,1,0,1,2587,10261,97,1162,16,0,No,3,1,3,4,2,Life Sciences,3,24,Travel_Rarely,80,Yes
1908,1,36,Male,Married,Y,Sales,Sales Executive,2,2,2,12,4,2,1,3,2,5507,16822,33,335,16,2,No,3,3,1,3,2,Marketing,1,17,Travel_Rarely,80,No
1909,1,41,Female,Married,Y,Sales,Sales Executive,2,3,2,14,5,4,1,4,5,4393,26841,54,337,21,1,No,4,3,3,3,3,Marketing,3,8,Travel_Rarely,80,No
1911,1,42,Male,Married,Y,Research & Development,Research Director,3,3,1,18,13,7,5,7,9,13348,14842,83,1396,13,1,No,3,3,4,2,3,Medical,3,6,Travel_Rarely,80,No
1912,1,31,Female,Divorced,Y,Sales,Sales Executive,2,3,4,8,5,2,1,4,2,6583,20115,86,1079,11,1,Yes,3,3,3,4,2,Medical,2,10,Travel_Rarely,80,No
1915,1,34,Female,Married,Y,Sales,Sales Executive,2,2,4,9,4,2,0,1,3,8103,16495,75,735,12,0,Yes,3,4,2,3,1,Medical,3,3,Travel_Rarely,80,No
1916,1,31,Female,Divorced,Y,Research & Development,Laboratory Technician,1,4,3,4,2,2,2,2,8,3978,16031,62,471,12,1,No,3,1,2,2,3,Medical,0,4,Travel_Rarely,80,No
1918,1,26,Male,Married,Y,Research & Development,Laboratory Technician,1,4,4,8,7,7,7,7,0,2544,7102,61,1096,18,1,No,3,3,3,1,3,Other,3,6,Travel_Frequently,80,No
1922,1,45,Male,Single,Y,Research & Development,Healthcare Representative,2,3,3,12,4,2,0,3,4,5399,14511,44,1297,12,0,No,3,2,3,3,4,Medical,3,1,Travel_Frequently,80,No
1924,1,33,Male,Single,Y,Sales,Sales Executive,2,3,3,10,10,4,0,9,1,5487,10410,43,217,14,0,No,3,2,2,2,4,Marketing,2,10,Travel_Rarely,80,No
1927,1,28,Male,Married,Y,Sales,Sales Executive,2,2,4,7,7,7,0,7,1,6834,19255,42,783,12,1,Yes,3,3,3,3,2,Life Sciences,2,1,Travel_Frequently,80,No
